,Company Name,Use,Country,Description,Funding,Url,Email,Founders
443,Cyber," Autonomous Vehicles, Computer, Drones, Enterprise, Security, Software",Israel,Regulus Cyber is a software technology company that provides smart sensor security services.,"12,935", www.regulus.com ,info@regulus.com,2
444,Robotics," Artificial Intelligence, Automotive, Autonomous Vehicles, Drones, Machine Learning, Robotics, Sensor, Software",South Korea,Making Robots Intelligent - Building advanced Lidar autonomous perception software for self driving cars and robots,"13,159", seoulrobotics.org ,hello@seoulrobotics.org,1
445,UAV," Drones, Film Production, Training",United States,"FlyCam UAV is a sUAS systems integration company, specializing in commercial UAV solutions for industrial use.","354,392", www.flycamuav.com/ ,flycamuav@gmail.com,—
446,App," E-Commerce, Film, Photography, Rental",India,"Rent Camera, Lens & Equipment Nearby!","355,116", www.gocamle.com ,support@gocamle.com,1
447,CannyKart.com," E-Commerce, Internet of Things, Lifestyle, Marketplace, Wearables",United States,"CannyKart.com is an exclusive marketplace for IoT devices. Find amazing lifestyle, wearable, home automation, baby care and drone products","356,469", cannykart.com/ ,info@cannykart.com,2
448,iReviews," 3D Printing, 3D Technology, Cloud Data Services, Drones, Robotics",United States,Reviews of breakthrough technology,"359,636", ireviews.com ,info@ireviews.com,—
449,Dronotec," Drones, Real Estate",France,Dronotec are a french innovative network of UAV pilot specialised in surveying and inspection.,"360,004", www.dronotec.com/ ,contact@dronotec.com,—
450,Evotion," Drones, Event Management, Robotics, Software",France,"Evotion is an event tech agency, leader in the field of technological event entertainment.","360,607", www.evotion.com/en/ ,hello@evotion.fr,1
451,UAV," Aerospace, Drones, Hardware, Software",Poland,"FlyTech UAV has been manufacturing professional, unmanned aircraft systems for specialized uses: photogrammetry, remote sensing, SAR.","361,267", www.flytechuav.com/ ,office@flytechuav.pl,—
452,MyView," Drone Management, Drones",Brazil,MyView offer Drones services and solutions for various markets. We work in a personalized way with each client.,"362,759", www.myviewdrones.com/ ,contato@myviewsolutions.com,1
453,DronENG," Drones, GPS",Brazil,DronENG They believe that whoever buys a drone wants to set up a new business or a new department in your company.,"367,905", droneng.com.br/ ,Contato@droneng.com.br,—
454,Drones4Hire," Aerospace, Drones",United States,"Drones4Hire is a drone hiring company that provides a hassle free way to locate, hire, and pay for a licensed professional drone pilot.","368,318", www.drones4hire.com/ ,support@drones4hire.com,—
455,Unlimited," Consumer Electronics, Drones, Robotics",United States,Brings cutting edge robotics to consumers,"368,519", www.robotics-unlimited.com/ ,contact@robotics-unlimited.com,2
456,Ltd.," Consumer Goods, Drones, E-Commerce, Retail",United Kingdom,"Dog and Cat Collars, Beds and accessories. Designed and made by hand in the UK","368,552", www.creatureclothes.com/home.php ,info@creatureclothes.com,1
457,Global," Information Technology, Internet",United States,Multinational holding company interested in technology ventures with participation in several industries and businesses around the world,"372,671", www.blanco.global/ ,info@blanco.global,1
458,Skycap," Agriculture, Association, Drones, Information Technology, Security",The Netherlands,"Skycap provides Unmanned Aerial Systems for civilian, governmental and non-profit operations.","372,852", skycap.com/ ,info@skycap.com,—
459,Network," Communities, Drones, Internet",United States,The leading network of online communities for drone enthusiasts,"373,605", dronepilots.zone ,—,1
460,Escadrone," Aerospace, Drones", — ,Escadrone is in the nascent market of civilian drones with the objective of creating the drones service in the know-how of their customers.,"380,187", escadrone.com/ ,contact@escadrone.com,—
461,Technologies," Aerospace, Drones",Kuwait,Kuwait Aerospace Technologies (KAT) manufactures and integrates Unmanned Aircrafts (UAV's) & Unmanned Aircraft Systems (UAS).,"380,392", www.kat.com.kw/ ,info@kat.com.kw,—
462,PointCab," 3D Technology, Mapping Services, Software",Germany,"PointCab 4Revit Essential is the potent add-on for users who, on the one hand, work with Laserscanner-Software.","382,463", www.pointcab-software.com/en ,info@pointcab-software.com,—
463,Inc.," Drones, Mapping Services, Robotics",United States,"Monarch, Inc., manufactures Drones and develops commercial UAV based systems.","383,039", monarchmakers.com ,info@monarchmakers.com,—
464,Ideas, Robotics,United Kingdom,RTS ideas is a robotics-focused company.,"383,387", www.rtsideas.com ,—,—
465,PixiePath," Drones, Fleet Management, Internet",United States,Drone Fleet Orchestration Platform,"383,832", pixiepath.com ,info@pixiepath.com,1
466,FruityChutes," Aerospace, Drones, Manufacturing", — ,"Fruity Chutes is a world leader in the manufacturing of recovery systems for Drones, UAV, RC, Quadcopter,and Rocket parachute recovery.","386,077", fruitychutes.com/ ,fruitysales@fruitychutes.com,—
467,Drotek," Consumer Electronics, Drones",France,Drotek provide a unique technical advisory service.,"388,730", drotek.com/ ,contact@drotek.com,—
468,LLC," Computer, Drones, Information Technology, Internet, SaaS, Software, Video, Web Development",United States,Blue Labs creates easy to use yet powerful software that it shares with the world for free.,"389,284", www.bluelabs.net ,support@bluelabs.net,1
469,ATyges," Drones, Manufacturing, Robotics, Security",Spain,"ATyges designs and manufactures complete systems with RPAS, popularly known as drones.","390,783", www.atyges.es ,Info@atyges.es,—
470,Drones," Digital Media, Drones, Gaming", — ,"At Game of Drones, They design, build fly and fight amateur UAV's. Nothing is off limits - Dogfighting, rockets, explosives.","391,253", www.gameofdrones.com/ ,—,—
471,Aviation," Computer, Drones", — ,Third Element Aviation is the leading company in designing professional drone applications. ,"391,508", www.3rd-element.com ,info@3rd-element.com,—
472,Goods," Consumer Goods, Drones, E-Commerce, Fashion, Fitness, Health Care, Retail",United States,True Goods is a socially-conscious e-commerce company that offers a selection of safety-verified household goods and personal care products.,"393,106", truegoods.com/ ,social@truegoods.com,1
473,Homes," Consumer Goods, Drones, Manufacturing, Real Estate",Australia,Transportable and Prehab Home Manufacturer,"393,175", anchorhomes.com.au ,sales@anchorhomes.com.au,—
474,Novadem," Aerospace, Robotics",France,Novadem specializes in aerial robotics (UAV drone).,"393,334", www.novadem.com/ ,info@novadem.com,—
475,Group," Drones, Oil and Gas",United States,"Aetos Group is an edge aerial, ground, sea robotics integration and solution provider for the petrochemical and oil and gas industries.","213,829", www.aetosgroup.com ,contact@aetosgroup.com,—
476,Cosmosair," Air Transportation, Artificial Intelligence, Augmented Reality, Drone Management, Embedded Systems, Intelligent Systems, Machine Learning, Manufacturing, Predictive Analytics, Virtual Reality",United Kingdom,"Aircraft Design, 3D Flight Simulation, Flight systems, Flight training, Aerospace Engineering, Artificial Intelligence, AI, Flight Dynamics","213,916", cosmosair.net ,info@cosmosair.net,1
477,Analytics," Drones, Robotics",Philippines,SkyEye Analytics leverage the capabilities of UAVs or Unmanned Aerial Vehicles and IT to offer a variety of specialized services.,"214,264", www.skyeyeph.com ,iminterested@skyeyeproject.com,1
478,Technologies," Drone Management, Drones, Industrial Automation, Robotics",Norway,Building the first global robotic eco-system.,"215,162", kvstech.no ,contact@kvstech.no,3
479,Direct," Consumer Goods, Drones, E-Commerce, Sports, Wearables", — ,"Buy electronics, sport, home, garden & DIY accessories, gifts souvenirs and many more products at OGB Direct.","215,209", www.ogbdirect.co.uk/ ,info@ogbdirect.co.uk,—
480,Technologies," Drone Management, Drones, Enterprise Software, Software",United Kingdom,Flight planning software for commercial drone pilots,"216,699", www.flyte.ie ,hello@flyte.ie,2
481,TechDigest, News,United Kingdom,Up to the minute news and reviews in the very finest in gadgets and technology.,"216,733", www.techdigest.tv ,chris@shinymedia.com,—
482,IDRONECT," Drones, SaaS, Software",Belgium,"IDRONECT makes managing drone flights easy & safe. It's the SaaS platform connecting all flight partners: pilots, portals and authorities.","218,523", www.idronect.com ,roeland@idronect.com,1
483,Robotics," Drones, Homeland Security, Military, National Security, Robotics",Israel,Duke robotics develops advanced robotics products for the defense sector.,"219,614", www.dukeroboticsys.com ,—,3
484,Tronics," Communities, Computer, Consumer Goods, Drones, E-Commerce, Lifestyle, Manufacturing, Mobile, Product Design",Switzerland,Punkt. is a Swiss design led technology company that aims to make life simpler by creating timeless and outstanding products,"219,872", www.punkt.ch/en/ ,info@punkt.ch,1
485,Heurobotics," Aerospace, Drones",United States,The future of industrial drones .,"220,227", www.heurobotics.com/ ,—,4
486,Robotics," Cloud Computing, Consulting, Drone Management, Drones, Embedded Software, Hardware, Internet of Things, Manufacturing, Robotics",Poland,"We are prototyping and solutions implementation company with a focus on robotics, drones and internet of Things.","220,926", cervirobotics.com ,contact@cervirobotics.com,1
487,Ltd," Aerospace, Drones, Photography, Video",United Kingdom,"Drone My Business Ltd Aerial 4K filming photography, building & industrial roof surveys inspection services.","221,018", www.dronemybusiness.co.uk/ ,info@dronemybusiness.co.uk,—
488,ActiondroneUSA," Aerospace, Commercial, Drones, Manufacturing, Robotics",United States,"Action Drone USA manufactures lightweight, foldable, carbon fiber quadcopter drones for professional, recreational, commercial use.","221,177", actiondroneusa.com/ ,info@actiondroneusa.com,—
489,Airobot," Aerospace, Drones, Robotics",Belgium,Airobot develops professional drone performance equipment.,"223,063", www.airobot.eu ,contact@airobot.eu,1
490,Systems," Android, Commercial, Drones, Robotics",India,NavStik Builds Platforms for Commercial Drone Applications. NavStik is Android for Drones.,"223,657", navstik.org ,admin@navstik.org,1
491,Vision, Drones,Canada,Sparrow Vision is combines drones (UAV's) and best-in-class data processing for detailed inspections of cell towers & wind turbines.,"224,072", www.sparrowvision.com ,info@SparrowVision.com,—
492,Dispatch," Consumer Goods, Drones",United States,"With a team of talented drone operators that stretches from coast to coast, Drone Dispatch is a one stop shop for all drone service needs.","225,341", dispatchadrone.com ,info@dispatchadrone.com,1
493,Scanse," Drones, Internet of Things, Robotics, Security, Software",United States,Scanse make it easy for you to use LiDAR in your application.,"225,720", scanse.io ,—,2
494,SpaceVee," Aerospace, Autonomous Vehicles, Drones, Software, Space Travel",United Kingdom,"SpaceVee designs software and operates a cloud-based platform to enable visibility through visual barriers for satellites, drones and more.","226,345", www.spacevee.com ,info@spacevee.com,1
495,Girls, Drones,United Kingdom,Specialists in UAV aerial filming,"414,418", thehelicoptergirls.com ,hello@thehelicoptergirls.com,1
496,DroneThunder," Drones, Information Technology",Spain,DroneThunder is a drones solutions company.,"414,584", dronethunder.com/ ,info@dronethunder.com,1
497,Inc.," Agriculture, Consumer Goods, Drones, Internet, Internet of Things", — ,"Biotechnology, Green Consumer Goods, Internet of Things","414,895", OrchidBox.io ,—,1
498,Alphatech," Drones, Hardware, Information Technology", — ,Alphatech is a technology company offering professional audio equipment.,"415,094", www.alphatec.co.in ,info@alphatec.co.in,—
499,Terrascan," Drones, Enterprise, Software",Israel,"Terrascan Labs uses unmanned aerial vehicles to deliver photographic mapping, oblique and stereoscopic aerial photographs.","415,325", tmt.co.il ,erez@tmt.co.il,1
500,Inc," Consumer Electronics, Digital Entertainment, Drones, Electronics, Information Technology, Music, Social Media, Software", — ,Immersive audio and innovative acoustic technology company,"415,810", www.xroundaudio.com ,info@embracelab.com,1
501,Photography, Photography,United Kingdom,OneGuy Aerial Filming and Photography has years of experience in flying drones and capturing stunning drone footages in London.,"416,290", www.oneguy.co.uk/ ,adam@oneguy.co.uk,—
502,Rotor," Aerospace, Drones",United States,"Desert Rotor design and manufacture highly compatible, cost effective ground control systems for commercial unmanned aircraft.","416,776", www.desertrotor.com/ ,info@desertrotor.com,—
503,Aero360," Drones, Manufacturing, Robotics", — ,Drone Company,"417,640", www.aerothreesixty.com ,info@aerothreesixty.com,2
504,GmbH," Aerospace, Computer, Drones, Information Technology",Switzerland,Aeroscout provides autonomously flying.,"419,773", www.aeroscout.ch/ ,info@aeroscout.ch,—
505,Inc.," Drones, Electronics, Manufacturing",United States,"UAV Design, Manufacture and Development","421,775", www.evuas.com ,john@evuas.com,—
506,LLC," Advertising, Drones",United States,Hoovy is a drone platform that makes advertising fun and engaging.,"423,534", hoovy.co ,info@hoovy.co,—
507,Agrimapic," Architecture, Drones, Video",Israel,Agrimapic offers a variety of aerial services.,"425,104", www.agrimapic.com ,info@agrimapic.com,3
508,3DMedia," 3D Technology, Consumer Electronics, Drones, Manufacturing, Software",United States,3D technologies and software that create new categories of 3D products in the consumer market.,"425,244", 3dmedia.com ,info@3dmedia.com,—
509,Mapture," Aerospace, Drones",The Netherlands,"Mapture have seen drones being used more and more for various applications, drones are perfectly able to fly by themselves.","426,456", mapture.ai/ ,info@mapture.ai,—
510,CONSUMER," Consumer Goods, Drones, Information Technology",Spain,EROSKI CONSUMER is an informative product prepared from the eroski foundation.,"426,669", www.consumer.es/ ,info@consumer.es,—
511,Ruud," 3D Printing, Construction, Drones",Norway,"Landmaler Ruud focuses on drone photogrammetry, land survey, laser scanning and 3D printing related to construction and building.","427,976", mruud.no/ ,ola@mruud.no,—
512,Media," Advertising, Animation, Drones, Film",The Netherlands,"Outsight Media is an advertising agency that offers an extensive portfolio in the fields of corporate film, animations and drone video.","429,387", www.outsightmedia.nl/ ,info@outsightmedia.nl,—
513,Futuriste," Drones, Software",Brazil,Futuriste has just become Bentley's channel partner in Brazil. Drones Company is representative in Brazil for Image Processing Software.,"429,575", www.futuriste.com.br/ ,contato@futuriste.com.br,—
514,EnergyLogic," Consumer Goods, Drones, Electronics, Manufacturing",United States,EnergyLogic is a manufacturer and seller of heating and cooling products.,"429,757", www.energylogic.com ,—,—
515,Solutions," Industrial Engineering, Mechanical Engineering, Web Development",Canada,Clickmox Solutions provides product development and consultancy services to the mining and industrial sectors.,"431,418", www.clickmox.com ,info@clickmox.com,—
516,Thrust-UAV," Drones, Robotics",United States,"Thrust-UAV, focuses on drone tech while designing and selling components and frames to the drone FPV (first person view) hobby segment.","433,293", thrust-uav.com ,—,1
517,Skydatapro, Drones,United States,"Arizona's premier drone data collection, processing and storage service located in the heart of Scottsdale.","434,409", www.skydatapro.com ,doug@revolutionuas.com,—
518,Sulcisdrone," Drones, Information Technology",Spain,Sulcisdrone is a newco providing  innovative aereal services for environment and  tourism.,"436,371", www.sulcisdrone.it ,info@sulcisdrone.it,—
519,Ideafly," Drones, Manufacturing, Photography",China,Ideafly is the original creator of waterproof drone.,"436,436", www.ideaflyuav.com ,sales-03@idea-fly.com,—
520,Systems, Drones, — ,Global Unmanned Systems is Specialists in providing Unmanned Aerial Vehicle (UAV) services and applications to the extractive industry.,"436,540", www.gus-uav.com/ ,robert.lednor@gus-uav.com,—
521,System," Aerospace, Drones, Information Technology, Robotics, Software",France,Aerial Drone System is a company that addresses the audiovisual sector and that of the acquisition of data from the drone.,"437,460", www.aerialdronesystem.fr/fr/ ,contact@aerialdronesystem.fr,—
522,Eye," Drones, Manufacturing, Video", — ,"Flying Eye UAV manufacturer Flying school, aerial photos and videos.","438,106", www.flyingeye.fr/ ,info@flyingeye.fr,—
523,MOB, Robotics,United States,Aerial MOB is the leader in aerial cinematography utilizing the latest technology in remote control aircraft.,"439,277", aerialmob.com/ ,info@aerialmob.com,2
524,Robotics," Drones, Hardware, Robotics, Software",United States,Intelligent automation and navigation for the next generation of unmanned aerial and ground robots.,"440,040", sentienrobotics.com ,contactus@sentienrobotics.com,—
525,Varavon," Drone Management, Drones, Image Recognition, Manufacturing",South Korea,"Varavon designs and manufactures authentic DSLR gears, sliders, stabilizer and camera cage products.","891,674", varavon.com/ ,ssu@varavon.com,—
526,Landmåler1," Construction, GPS, Photography",Norway,"Landmåler1 specializes in providing construction services and offers photo flights with drones, profiling of plots, scanning and zoning.","892,219", www.landmaaler1.no/ ,andreas@landmaaler1.no,—
527,tabletexpress," Consumer Electronics, E-Commerce, Retail",United States,"tabletexpress is an online retailer that sells drones, TV boxes, and car accessories to its users.","892,606", www.tabletexpress.com/ ,—,—
528,NaviRobot, Robotics,Russian Federation,They are the team of developers and businessmen specialized in creation of innovative products and provision of services.,"897,509", www.navirobot.ru ,info@navirobot.ru,—
529,filmfabrik," Drones, Film Production, Media and Entertainment",Switzerland,"FilmFabrik is a film production firm that offers services for project development, filming, flight drone, pre and post-production.","899,068", www.filmfabrik.tv ,info@filmfabrik.tv,—
530,DEA-Drones, Health Care,Spain,Helping Emergency Services respond faster to critical situations and make them more efficient.,"899,219", dea-drones.com ,info@dea-drones.com,—
531,kopen," E-Commerce, Shopping, Toys",The Netherlands,"RC kopen sells remote-controlled products such as drones, quadcopters, cars, helicopters, tanks, toys, and airplanes.","901,869", www.rckopen.nl/ ,info@rckopen.nl,—
532,Labs," Aerospace, Drones, Manufacturing",India,"Rotavio Labs provides engineering products, services, consulting, manufacturing, systems integration and education in aeronautical domain.","902,097", rotaviolabs.com ,—,—
533,urgent!," Customer Service, Drones, Photography",Japan,urgent! offers aerial photography and survey work using drones.,"921,192", urgent.co.jp ,—,—
534,Film," Drones, Film Production, Video Editing",Switzerland,"Di Nunzio is a film production company that provides camera equipment, drones, gimbal, for better video quality.","923,663", www.dinunziofilm.ch ,info@dinunziofilm.ch,—
535,MontereyDrone, Drones,United States,Monterey Drone aerial video platforms are state-of-the-art UAV/Drones and built for hi-resolution aerial survey and aerial photography.,"924,292", montereydrone.com/ ,flyme@montereydrone.com,—
536,Systemeprod," Events, Film Production, Video Editing",France,"Systemeprod provides multi-camera recordings, drones, editing, image banks, event and video production services.","925,389", www.systemeprod.fr ,contact@systemeprod.fr,—
537,Iha-Race," Drones, Machinery Manufacturing, Manufacturing",Spain,Iha-Race is a distributor and manufacturer of FPV drone spare parts.,"925,570", www.iha-race.com ,info@iha-race.com,—
538,TechDiscovery," Consumer Electronics, Consumer Goods, Drones, E-Commerce, Electronics, Retail", — ,TechDiscovery is a device importer and retailer which focuses on cellphones and consumer devices.,"927,297", techdiscovery.aliexpress.com ,—,—
539,OrlandoAerial," Computer, Digital Entertainment, Drones, Real Estate, Video",United States,"OrlandoAerial.com, your premier source for Professional Production Quality Aerial Imaging and Videography. ","933,062", orlandoaerial.com/ ,OrlandoAerial@gmail.com,—
540,Consultants," Consulting, Drones, Electronics, Wearables", — ,Survey Graphics is a popular photogrammetric mapping consultancy,"933,133", www.surveygraphics.com.au/ ,info@surveygraphics.com.au,—
541,Distro," Drones, Photography",United States,"
IR Distro was founded with a rebellious spirit and a lofty goal: to offer premium thermal imaging solutions.","936,164", www.irdistro.com/ ,info@irdistro.com,—
542,Aerial," Aerospace, Drones",Canada,"Corvis Aerial specializes in using Unmanned Aerial Vehicles to collect high-quality, high-resolution imagery and video.","936,253", www.corvisaerial.com/ ,—,3
543,Labs," Biotechnology, Drones, Manufacturing, Robotics", — ,Research and development company,"937,844", www.douvalislabs.com ,charles@douvalislabs.com,1
544,Staf," Database, Drones, Laser",Italy,"Staf operates in the area concerned with cartography, topography, and surveys.","940,719", www.stafparma.it ,info@stafparma.it,—
545,Aviation," Drones, Virtual Reality", — ,"Servicing eastern Colorado and reaching into Wyoming & Nebraska, we are one of the preimere aerial applicators.","945,884", scottaviationinc.com/ ,—,—
546,Sysveo," Drones, Robotics, Software", — ,Sysveo is a seller and servicer of professional drones and applications.,"946,934", www.sysveo.fr/ ,contact@sysveo.fr,—
547,Company," Brand Marketing, Brewing, Craft Beer, Restaurants",United States,"Craft Beer, Stuffed Burgers, & Disaster Relief","949,323", www.quakebrewingcompany.com/ ,ddk@quakebrewingcompany.com,1
548,Bevy," Drones, Internet of Things, Robotics, SaaS",Bulgaria,Intelligence grid enabling decision-making & autonomous missions accomplishment for robots.,"950,604", dronebevy.com/ ,contact@dronebevy.com,3
549,Systems," Aerospace, Drones",United States,"Rocketship Systems provides custom, precision components and complete airframes to the small unmanned aerial systems market.","950,775", www.rocketshipsys.com ,—,—
550,Dronevlieger, Drones, — ,"Creating ""O"" moments with drones","954,611", www.dronevlieger.nl ,niels@dronevlieger.nl,—
551,Studiofly," Image Recognition, Photo Editing, Photography",France,StudioFly fixates on aerial photography that delivers quality images with the help of drones and ground cameras for occasions.,"963,748", www.studiofly.fr ,contact@studiofly.fr,—
552,d.o.o., Robotics,Slovenia,"Kopterworx Aerial Solutions is an online shop for FPV, UAV, drones and other hi-tech stuff, with worldwide deliveries.","973,372", www.kopterworx.com ,info@kopterworx.com,—
553,Xronz," Drones, Manufacturing", — ,US personal drone designer and manufacturer,"982,161", www.xronz.com ,admin@xronz.com,—
554,Video," Aerospace, Photography",United Kingdom,Cromar Image and Video specialise in operating Unmanned Aerial Vehicles (UAV or drones) covering a variety of UAV Services.,"988,934", cromarimageandvideo.com/ ,info@cromarimageandvideo.com,—
555,DroneHive," Consumer Goods, Drones, Robotics",France,DroneHive is a french based company dedicated to drone complete automation.,"992,891", www.dronehive.fr ,contact@dronehive.fr,—
556,W3bDsign.de," Drones, Photography, Web Design",Germany,W3BDsign.de offers web designing and drone aerial photography services.,"993,610", www.w3bdsign.de/ ,info@w3bdsign.de,—
557,Unlimited," Battery, Drones, E-Commerce, Electronics",The Netherlands,"Drone Unlimited sells drones & accessories, micro SD cards, and batteries on the web.","998,263", drone-unlimited.nl ,info@drone-unlimited.nl,—
558,management," Financial Services, Incubators",United States,"Project Management, Startups, Invesment, Portfolio Management, Research & Development","1,000,024", workaholics.management/ ,—,1
559,Central," Drones, E-Commerce, Electronics, Sales",The Netherlands,Drone Central is an e-commerce platform specialized in racing drone parts.,"1,001,060", dronecentral.nl/ ,support@dronecentral.nl,—
560,Nucleus," Computer, Drones", — ,Connect and automate your smart home devices.,"1,002,137", www.nucleushome.com ,—,—
561,Quesabesde," Drones, E-Commerce, Electronics", — ,Quesabesde is a leading Spanish website focused on photography and consumer electronics,"1,003,150", www.quesabesde.com/ ,—,1
562,Xperience," Drones, Events, Local",The Netherlands,Total Drone Xperience specializes in the new sports drone racing.,"1,004,628", www.totaldronexperience.com ,totaldronexperience@gmail.com,—
563,Enzo," Drones, E-Commerce, Internet",The Netherlands,Quadcopters Enzo is an online platform for drone and remote control car racing parts.,"1,013,750", quadcoptersenzo.nl ,droneracing@quadcoptersenzo.nl,—
564,Wysper," Drones, Solar", — ,Next-Gen Stealth Drone Technology,"1,016,207", www.wysper.ph/ ,—,1
565,Productions," Drones, Film Production, Motion Capture",France,"Sidonie Produtions is an audiovisual production company that specializes in films, shooting with drones, video and sound service.","1,023,797", www.sidonie-productions.fr ,contact@sidonie-productions.fr,—
566,Ink," Animation, Film Production",France,"Fertil Ink expertise in video production, 2D or 3D animation, mix the virtual and the real, digital creations and ariel shots by drones.","1,025,390", www.fertil-ink.com ,julien@fertil-ink.com,—
567,Chlorofilm," Events, Film, Film Production",France,"Chlorofilm is an audiovisual communication firm that deals with drones, corporate films, events, documentary & films for local authorities.","1,027,029", www.chlorofilm.fr ,contact@chlorofilm.fr,—
568,Gassner," Drones, Photography, Web Design",Germany,Webdesign Gassner offers web design and drone photography services.,"1,028,824", www.webdesign-gassner.de ,info@webdesign-gassner.de,—
569,UAB," Consumer Electronics, Drones",Lithuania,"Dronai PRO, along with a reliable ally, offers creative services in various sectors of the economy and industry, expanding the drone sphere.","1,035,089", dronai.pro/ ,info@dronai.pro,—
570,Aeroshooting," Advertising, Drones, Film Production",France,"Aeroshooting offers aerial services using drones, institutional & documentary films, fiction, HD videos, photography and advertising.","1,037,051", aeroshooting.com ,contact@aeroshooting.com,—
571,JumpQs," Advertising, Consulting, Information Technology, Internet of Things", — ,Context Information Bombs from Drones to Phones,"1,037,711", www.jumpqs.com ,—,2
572,Letronium," Delivery, Information Technology, Product Design",Ukraine,Innovative delivery with Drones-as-a-service.,"1,038,539", letronium.com/ ,olexandr@shalakhin.com,3
573,Productions," Drones, Film Production, Motion Capture",France,"RCA Productions is a service provider in the audiovisual field with expertise in shooting, post-production and computer graphics.","1,046,035", www.rca-audiovisuel.com ,contact@rcaprod.com,—
574,Production," Drones, Media and Entertainment, Video",France,Ilara Production assists in the areas of video production and drone technology for the broadcasting sector.,"1,061,669", www.ilaraproductions.fr ,karl.lefebvre@ilaraproductions.fr,—
575,Klymit," Consumer Goods, Drones, Electronics, Manufacturing, Retail",United States,Klymit offers products for the ultimate outdoor sleep experience. ,"168,835", www.klymit.com/ ,support@klymit.com,1
576,FieldFLEX," Augmented Reality, Building Maintenance, Commercial Real Estate, Enterprise Software, Facility Management, Indoor Positioning, Internet of Things, Mapping Services, Mobile Apps, Software",Canada,FieldFLEX is a Canadian software company with a full suite of mobile enterprise productivity applications.,"168,925", fieldflex.com/ ,info@fieldflex.com,—
577,Aerovel," Aerospace, Drones, Manufacturing, Security",United States,"Aerovel Corporation, led Dr.Tad McGeer, develops the Flexrotor unmanned aerial system (UAS).","169,172", aerovel.com ,info@aerovel.com,1
578,SwarmX," Drones, Enterprise Software, Hardware",Singapore,SwarmX Hive is the world's first fully autonomous drone operation platform.,"169,420", www.swarmx.co/ ,info@swarmx.co,2
579,Systems," Computer, Drones, Security, Software",Israel,The Third Eye Team believes that today’s drones have amazing capabilities and should be accessible by almost everyone.,"169,889", thirdeye-systems.com/ ,info@thirdeye-systems.com,—
580,Technology," Aerospace, Drones",Latvia,Drone Technology is a professional aircraft engineering company specializing in Remotely Piloted Aircraft Systems (RPAS).,"170,239", www.dronetechnology.eu/ ,info@dronetechnology.eu,—
581,Drones," Air Transportation, Drones, Navigation",Spain,"CANARD provides flight inspection services with UAVs (Unmanned Aerial Vehicles, or drones), instead of using manned aircraft.","171,879", www.canarddrones.com/ ,founders@canarddrones.com,3
582,Technologies," Computer, Drones, Information Technology",India,Bubble Fly Technologies is an UAV technology provider company which has expertise in application of drones across multiple sectors,"172,025", www.bubblefly.in/ ,info@bubblefly.in,—
583,AB," Computer Vision, Drones, Robotics, Software",Sweden,Everdrone creates software and visual navigation systems for autonomous drones.,"173,062", www.everdrone.com/ ,info@everdrone.com,1
584,Detect," Aerospace, Drones, Security, Sensor",United States,"DeTect specializes in applied, intelligent radar and related remote sensing technologies.","173,349", detect-inc.com/ ,contact@detect-inc.com,—
585,Qelzal," B2B, Drones, Machine Learning, Sensor, Software",United States,Next Generation Obstacle Avoidance for Commercial Drones (UAS),"174,146", www.qelzal.com/ ,info@qelzal.com,1
586,SkySkopes," Aerospace, Drones",United States,SkySkopes is a professional UAS flight operator that provides innovative solutions using drone technology for Energy verticals.,"175,192", www.skyskopes.com ,info@skyskopes.com,—
587,UAB," Aerospace, Drones, Electronics, Manufacturing, Photography",Lithuania,Producers of Ecilop Flying Cameras and other equipment,"176,927", myresearch.company ,info@ecilop.com,1
588,AirspaceX," Drones, Robotics",United States,AirspaceX is a company that sells customized drones as well as providing aerial data services.,"178,036", www.airspacex.com/ ,hartford@detroitaircraft.com,1
589,Engineering," Drone Management, Drones, Robotics",Latvia,SPH Engineering is the company behind UgCS. UgCS allows its users to plan and fly automated missions with drones.,"179,294", www.ugcs.com ,ugcs@ugcs.com,—
590,Technology," Drones, Hardware, Manufacturing",China,Hex is the world's leading open source hardware manufacturer.,"183,110", www.hex.aero/ ,info@hex.aero,—
591,AtmosUAV," Aerospace, Drones",The Netherlands,Atmos UAV is a high-tech start-up that designs and manufactures reliable aerial observation and data gathering solutions.,"183,220", www.atmosuav.com ,info@atmosuav.com,4
592,Labs," Artificial Intelligence, Computer Vision, Embedded Software, Machine Learning, Semiconductor, Software Engineering",Greece,"IRIDA Labs (Patras, Greece) is bridging the gap between a camera and a human eye by bringing visual perception to any device. ","185,380", www.iridalabs.com ,cnd_irida@iridalabs.com,—
593,Sky-Drones," Drone Management, Drones, Electronics, Embedded Systems, Software",United Kingdom,We accelerate the development and adoption of commercial drones for enterprise by building connected hardware and software products.,"187,153", sky-drones.com/ ,info@sky-drones.com,1
594,Inc.," Consumer Electronics, Drones, Manufacturing, Product Design, Smart Home",Canada,Smart Home Products,"187,327", www.knectek.com ,hello@knectek.com,1
595,Wireless," Drones, iOS, Manufacturing, Transportation",Canada,Sendum is the pioneer and world leader in real-time package tracking and monitoring solutions.,"187,491", sendum.com ,sales@sendum.com,—
596,Apellix," Infrastructure, Oil and Gas, Robotics, Software, Transportation",United States,"PRECISION CONTROLLED AERIAL ROBOTICS ""The safety partner for the technological revolution""","188,732", www.apellix.com ,info@apellix.com,2
