Company Name,Country,URL,Email,People,Use,Description,Funding
Ltd.,United Kingdom,www.creatureclothes.com/home.php,info@creatureclothes.com,1,"Consumer Goods, Drones, E-Commerce, Retail","Dog and Cat Collars, Beds and accessories. Designed and made by hand in the UK",368552
Global,United States,www.blanco.global/,info@blanco.global,1,"Information Technology, Internet",Multinational holding company interested in technology ventures with participation in several industries and businesses around the world,372671
Skycap,The Netherlands,skycap.com/,info@skycap.com,0,"Agriculture, Association, Drones, Information Technology, Security","Skycap provides Unmanned Aerial Systems for civilian, governmental and non-profit operations.",372852
Network,United States,dronepilots.zone,вЂ”,1,"Communities, Drones, Internet",The leading network of online communities for drone enthusiasts,373605
Escadrone,вЂ”,escadrone.com/,contact@escadrone.com,0,"Aerospace, Drones",Escadrone is in the nascent market of civilian drones with the objective of creating the drones service in the know-how of their customers.,380187
Technologies,Kuwait,www.kat.com.kw/,info@kat.com.kw,0,"Aerospace, Drones",Kuwait Aerospace Technologies (KAT) manufactures and integrates Unmanned Aircrafts (UAV's) & Unmanned Aircraft Systems (UAS).,380392
PointCab,Germany,www.pointcab-software.com/en,info@pointcab-software.com,0,"3D Technology, Mapping Services, Software","PointCab 4Revit Essential is the potent add-on for users who, on the one hand, work with Laserscanner-Software.",382463
Inc.,United States,monarchmakers.com,info@monarchmakers.com,0,"Drones, Mapping Services, Robotics","Monarch, Inc., manufactures Drones and develops commercial UAV based systems.",383039
Ideas,United Kingdom,www.rtsideas.com,вЂ”,0,Robotics,RTS ideas is a robotics-focused company.,383387
PixiePath,United States,pixiepath.com,info@pixiepath.com,1,"Drones, Fleet Management, Internet",Drone Fleet Orchestration Platform,383832
FruityChutes,вЂ”,fruitychutes.com/,fruitysales@fruitychutes.com,0,"Aerospace, Drones, Manufacturing","Fruity Chutes is a world leader in the manufacturing of recovery systems for Drones, UAV, RC, Quadcopter,and Rocket parachute recovery.",386077
Drotek,France,drotek.com/,contact@drotek.com,0,"Consumer Electronics, Drones",Drotek provide a unique technical advisory service.,38873
LLC,United States,www.bluelabs.net,support@bluelabs.net,1,"Computer, Drones, Information Technology, Internet, SaaS, Software, Video, Web Development",Blue Labs creates easy to use yet powerful software that it shares with the world for free.,389284
ATyges,Spain,www.atyges.es,Info@atyges.es,0,"Drones, Manufacturing, Robotics, Security","ATyges designs and manufactures complete systems with RPAS, popularly known as drones.",390783
Drones,вЂ”,www.gameofdrones.com/,вЂ”,0,"Digital Media, Drones, Gaming","At Game of Drones, They design, build fly and fight amateur UAV's. Nothing is off limits - Dogfighting, rockets, explosives.",391253
Aviation,вЂ”,www.3rd-element.com,info@3rd-element.com,0,"Computer, Drones",Third Element Aviation is the leading company in designing professional drone applications.,391508
Goods,United States,truegoods.com/,social@truegoods.com,1,"Consumer Goods, Drones, E-Commerce, Fashion, Fitness, Health Care, Retail",True Goods is a socially-conscious e-commerce company that offers a selection of safety-verified household goods and personal care products.,393106
Homes,Australia,anchorhomes.com.au,sales@anchorhomes.com.au,0,"Consumer Goods, Drones, Manufacturing, Real Estate",Transportable and Prehab Home Manufacturer,393175
Novadem,France,www.novadem.com/,info@novadem.com,0,"Aerospace, Robotics",Novadem specializes in aerial robotics (UAV drone).,393334
Group,United States,www.aetosgroup.com,contact@aetosgroup.com,0,"Drones, Oil and Gas","Aetos Group is an edge aerial, ground, sea robotics integration and solution provider for the petrochemical and oil and gas industries.",213829
Cosmosair,United Kingdom,cosmosair.net,info@cosmosair.net,1,"Air Transportation, Artificial Intelligence, Augmented Reality, Drone Management, Embedded Systems, Intelligent Systems, Machine Learning, Manufacturing, Predictive Analytics, Virtual Reality","Aircraft Design, 3D Flight Simulation, Flight systems, Flight training, Aerospace Engineering, Artificial Intelligence, AI, Flight Dynamics",213916
Analytics,Philippines,www.skyeyeph.com,iminterested@skyeyeproject.com,1,"Drones, Robotics",SkyEye Analytics leverage the capabilities of UAVs or Unmanned Aerial Vehicles and IT to offer a variety of specialized services.,214264
Technologies,Norway,kvstech.no,contact@kvstech.no,3,"Drone Management, Drones, Industrial Automation, Robotics",Building the first global robotic eco-system.,215162
Direct,вЂ”,www.ogbdirect.co.uk/,info@ogbdirect.co.uk,0,"Consumer Goods, Drones, E-Commerce, Sports, Wearables","Buy electronics, sport, home, garden & DIY accessories, gifts souvenirs and many more products at OGB Direct.",215209
Technologies,United Kingdom,www.flyte.ie,hello@flyte.ie,2,"Drone Management, Drones, Enterprise Software, Software",Flight planning software for commercial drone pilots,216699
TechDigest,United Kingdom,www.techdigest.tv,chris@shinymedia.com,0,News,Up to the minute news and reviews in the very finest in gadgets and technology.,216733
IDRONECT,Belgium,www.idronect.com,roeland@idronect.com,1,"Drones, SaaS, Software","IDRONECT makes managing drone flights easy & safe. It's the SaaS platform connecting all flight partners: pilots, portals and authorities.",218523
Robotics,Israel,www.dukeroboticsys.com,вЂ”,3,"Drones, Homeland Security, Military, National Security, Robotics",Duke robotics develops advanced robotics products for the defense sector.,219614
Tronics,Switzerland,www.punkt.ch/en/,info@punkt.ch,1,"Communities, Computer, Consumer Goods, Drones, E-Commerce, Lifestyle, Manufacturing, Mobile, Product Design",Punkt. is a Swiss design led technology company that aims to make life simpler by creating timeless and outstanding products,219872
Heurobotics,United States,www.heurobotics.com/,вЂ”,4,"Aerospace, Drones",The future of industrial drones .,220227
Robotics,Poland,cervirobotics.com,contact@cervirobotics.com,1,"Cloud Computing, Consulting, Drone Management, Drones, Embedded Software, Hardware, Internet of Things, Manufacturing, Robotics","We are prototyping and solutions implementation company with a focus on robotics, drones and internet of Things.",220926
Ltd,United Kingdom,www.dronemybusiness.co.uk/,info@dronemybusiness.co.uk,0,"Aerospace, Drones, Photography, Video","Drone My Business Ltd Aerial 4K filming photography, building & industrial roof surveys inspection services.",221018
ActiondroneUSA,United States,actiondroneusa.com/,info@actiondroneusa.com,0,"Aerospace, Commercial, Drones, Manufacturing, Robotics","Action Drone USA manufactures lightweight, foldable, carbon fiber quadcopter drones for professional, recreational, commercial use.",221177
Airobot,Belgium,www.airobot.eu,contact@airobot.eu,1,"Aerospace, Drones, Robotics",Airobot develops professional drone performance equipment.,223063
Systems,India,navstik.org,admin@navstik.org,1,"Android, Commercial, Drones, Robotics",NavStik Builds Platforms for Commercial Drone Applications. NavStik is Android for Drones.,223657
Vision,Canada,www.sparrowvision.com,info@SparrowVision.com,0,Drones,Sparrow Vision is combines drones (UAV's) and best-in-class data processing for detailed inspections of cell towers & wind turbines.,224072
Dispatch,United States,dispatchadrone.com,info@dispatchadrone.com,1,"Consumer Goods, Drones","With a team of talented drone operators that stretches from coast to coast, Drone Dispatch is a one stop shop for all drone service needs.",225341
Scanse,United States,scanse.io,вЂ”,2,"Drones, Internet of Things, Robotics, Security, Software",Scanse make it easy for you to use LiDAR in your application.,22572
SpaceVee,United Kingdom,www.spacevee.com,info@spacevee.com,1,"Aerospace, Autonomous Vehicles, Drones, Software, Space Travel","SpaceVee designs software and operates a cloud-based platform to enable visibility through visual barriers for satellites, drones and more.",226345
Girls,United Kingdom,thehelicoptergirls.com,hello@thehelicoptergirls.com,1,Drones,Specialists in UAV aerial filming,414418
DroneThunder,Spain,dronethunder.com/,info@dronethunder.com,1,"Drones, Information Technology",DroneThunder is a drones solutions company.,414584
Inc.,вЂ”,OrchidBox.io,вЂ”,1,"Agriculture, Consumer Goods, Drones, Internet, Internet of Things","Biotechnology, Green Consumer Goods, Internet of Things",414895
Alphatech,вЂ”,www.alphatec.co.in,info@alphatec.co.in,0,"Drones, Hardware, Information Technology",Alphatech is a technology company offering professional audio equipment.,415094
Terrascan,Israel,tmt.co.il,erez@tmt.co.il,1,"Drones, Enterprise, Software","Terrascan Labs uses unmanned aerial vehicles to deliver photographic mapping, oblique and stereoscopic aerial photographs.",415325
Inc,вЂ”,www.xroundaudio.com,info@embracelab.com,1,"Consumer Electronics, Digital Entertainment, Drones, Electronics, Information Technology, Music, Social Media, Software",Immersive audio and innovative acoustic technology company,41581
Photography,United Kingdom,www.oneguy.co.uk/,adam@oneguy.co.uk,0,Photography,OneGuy Aerial Filming and Photography has years of experience in flying drones and capturing stunning drone footages in London.,41629
Rotor,United States,www.desertrotor.com/,info@desertrotor.com,0,"Aerospace, Drones","Desert Rotor design and manufacture highly compatible, cost effective ground control systems for commercial unmanned aircraft.",416776
Aero360,вЂ”,www.aerothreesixty.com,info@aerothreesixty.com,2,"Drones, Manufacturing, Robotics",Drone Company,41764
GmbH,Switzerland,www.aeroscout.ch/,info@aeroscout.ch,0,"Aerospace, Computer, Drones, Information Technology",Aeroscout provides autonomously flying.,419773
Inc.,United States,www.evuas.com,john@evuas.com,0,"Drones, Electronics, Manufacturing","UAV Design, Manufacture and Development",421775
LLC,United States,hoovy.co,info@hoovy.co,0,"Advertising, Drones",Hoovy is a drone platform that makes advertising fun and engaging.,423534
Agrimapic,Israel,www.agrimapic.com,info@agrimapic.com,3,"Architecture, Drones, Video",Agrimapic offers a variety of aerial services.,425104
3DMedia,United States,3dmedia.com,info@3dmedia.com,0,"3D Technology, Consumer Electronics, Drones, Manufacturing, Software",3D technologies and software that create new categories of 3D products in the consumer market.,425244
Mapture,The Netherlands,mapture.ai/,info@mapture.ai,0,"Aerospace, Drones","Mapture have seen drones being used more and more for various applications, drones are perfectly able to fly by themselves.",426456
CONSUMER,Spain,www.consumer.es/,info@consumer.es,0,"Consumer Goods, Drones, Information Technology",EROSKI CONSUMER is an informative product prepared from the eroski foundation.,426669
Ruud,Norway,mruud.no/,ola@mruud.no,0,"3D Printing, Construction, Drones","Landmaler Ruud focuses on drone photogrammetry, land survey, laser scanning and 3D printing related to construction and building.",427976
Media,The Netherlands,www.outsightmedia.nl/,info@outsightmedia.nl,0,"Advertising, Animation, Drones, Film","Outsight Media is an advertising agency that offers an extensive portfolio in the fields of corporate film, animations and drone video.",429387
Futuriste,Brazil,www.futuriste.com.br/,contato@futuriste.com.br,0,"Drones, Software",Futuriste has just become Bentley's channel partner in Brazil. Drones Company is representative in Brazil for Image Processing Software.,429575
EnergyLogic,United States,www.energylogic.com,вЂ”,0,"Consumer Goods, Drones, Electronics, Manufacturing",EnergyLogic is a manufacturer and seller of heating and cooling products.,429757
Solutions,Canada,www.clickmox.com,info@clickmox.com,0,"Industrial Engineering, Mechanical Engineering, Web Development",Clickmox Solutions provides product development and consultancy services to the mining and industrial sectors.,431418
Thrust-UAV,United States,thrust-uav.com,вЂ”,1,"Drones, Robotics","Thrust-UAV, focuses on drone tech while designing and selling components and frames to the drone FPV (first person view) hobby segment.",433293
Skydatapro,United States,www.skydatapro.com,doug@revolutionuas.com,0,Drones,"Arizona's premier drone data collection, processing and storage service located in the heart of Scottsdale.",434409
Sulcisdrone,Spain,www.sulcisdrone.it,info@sulcisdrone.it,0,"Drones, Information Technology",Sulcisdrone is a newco providing innovative aereal services for environment and tourism.,436371
Ideafly,China,www.ideaflyuav.com,sales-03@idea-fly.com,0,"Drones, Manufacturing, Photography",Ideafly is the original creator of waterproof drone.,436436
Systems,вЂ”,www.gus-uav.com/,robert.lednor@gus-uav.com,0,Drones,Global Unmanned Systems is Specialists in providing Unmanned Aerial Vehicle (UAV) services and applications to the extractive industry.,43654
System,France,www.aerialdronesystem.fr/fr/,contact@aerialdronesystem.fr,0,"Aerospace, Drones, Information Technology, Robotics, Software",Aerial Drone System is a company that addresses the audiovisual sector and that of the acquisition of data from the drone.,43746
Eye,вЂ”,www.flyingeye.fr/,info@flyingeye.fr,0,"Drones, Manufacturing, Video","Flying Eye UAV manufacturer Flying school, aerial photos and videos.",438106
MOB,United States,aerialmob.com/,info@aerialmob.com,2,Robotics,Aerial MOB is the leader in aerial cinematography utilizing the latest technology in remote control aircraft.,439277
Robotics,United States,sentienrobotics.com,contactus@sentienrobotics.com,0,"Drones, Hardware, Robotics, Software",Intelligent automation and navigation for the next generation of unmanned aerial and ground robots.,44004
Varavon,South Korea,varavon.com/,ssu@varavon.com,0,"Drone Management, Drones, Image Recognition, Manufacturing","Varavon designs and manufactures authentic DSLR gears, sliders, stabilizer and camera cage products.",891674
LandmГҐler1,Norway,www.landmaaler1.no/,andreas@landmaaler1.no,0,"Construction, GPS, Photography","LandmГҐler1 specializes in providing construction services and offers photo flights with drones, profiling of plots, scanning and zoning.",892219
tabletexpress,United States,www.tabletexpress.com/,вЂ”,0,"Consumer Electronics, E-Commerce, Retail","tabletexpress is an online retailer that sells drones, TV boxes, and car accessories to its users.",892606
NaviRobot,Russian Federation,www.navirobot.ru,info@navirobot.ru,0,Robotics,They are the team of developers and businessmen specialized in creation of innovative products and provision of services.,897509
filmfabrik,Switzerland,www.filmfabrik.tv,info@filmfabrik.tv,0,"Drones, Film Production, Media and Entertainment","FilmFabrik is a film production firm that offers services for project development, filming, flight drone, pre and post-production.",899068
DEA-Drones,Spain,dea-drones.com,info@dea-drones.com,0,Health Care,Helping Emergency Services respond faster to critical situations and make them more efficient.,899219
kopen,The Netherlands,www.rckopen.nl/,info@rckopen.nl,0,"E-Commerce, Shopping, Toys","RC kopen sells remote-controlled products such as drones, quadcopters, cars, helicopters, tanks, toys, and airplanes.",901869
Labs,India,rotaviolabs.com,вЂ”,0,"Aerospace, Drones, Manufacturing","Rotavio Labs provides engineering products, services, consulting, manufacturing, systems integration and education in aeronautical domain.",902097
urgent!,Japan,urgent.co.jp,вЂ”,0,"Customer Service, Drones, Photography",urgent! offers aerial photography and survey work using drones.,921192
Film,Switzerland,www.dinunziofilm.ch,info@dinunziofilm.ch,0,"Drones, Film Production, Video Editing","Di Nunzio is a film production company that provides camera equipment, drones, gimbal, for better video quality.",923663
MontereyDrone,United States,montereydrone.com/,flyme@montereydrone.com,0,Drones,Monterey Drone aerial video platforms are state-of-the-art UAV/Drones and built for hi-resolution aerial survey and aerial photography.,924292
Systemeprod,France,www.systemeprod.fr,contact@systemeprod.fr,0,"Events, Film Production, Video Editing","Systemeprod provides multi-camera recordings, drones, editing, image banks, event and video production services.",925389
Iha-Race,Spain,www.iha-race.com,info@iha-race.com,0,"Drones, Machinery Manufacturing, Manufacturing",Iha-Race is a distributor and manufacturer of FPV drone spare parts.,92557
TechDiscovery,вЂ”,techdiscovery.aliexpress.com,вЂ”,0,"Consumer Electronics, Consumer Goods, Drones, E-Commerce, Electronics, Retail",TechDiscovery is a device importer and retailer which focuses on cellphones and consumer devices.,927297
OrlandoAerial,United States,orlandoaerial.com/,OrlandoAerial@gmail.com,0,"Computer, Digital Entertainment, Drones, Real Estate, Video","OrlandoAerial.com, your premier source for Professional Production Quality Aerial Imaging and Videography.",933062
Consultants,вЂ”,www.surveygraphics.com.au/,info@surveygraphics.com.au,0,"Consulting, Drones, Electronics, Wearables",Survey Graphics is a popular photogrammetric mapping consultancy,933133
Distro,United States,www.irdistro.com/,info@irdistro.com,0,"Drones, Photography",IR Distro was founded with a rebellious spirit and a lofty goal: to offer premium thermal imaging solutions.,936164
Aerial,Canada,www.corvisaerial.com/,вЂ”,3,"Aerospace, Drones","Corvis Aerial specializes in using Unmanned Aerial Vehicles to collect high-quality, high-resolution imagery and video.",936253
Labs,вЂ”,www.douvalislabs.com,charles@douvalislabs.com,1,"Biotechnology, Drones, Manufacturing, Robotics",Research and development company,937844
Staf,Italy,www.stafparma.it,info@stafparma.it,0,"Database, Drones, Laser","Staf operates in the area concerned with cartography, topography, and surveys.",940719
Aviation,вЂ”,scottaviationinc.com/,вЂ”,0,"Drones, Virtual Reality","Servicing eastern Colorado and reaching into Wyoming & Nebraska, we are one of the preimere aerial applicators.",945884
Sysveo,вЂ”,www.sysveo.fr/,contact@sysveo.fr,0,"Drones, Robotics, Software",Sysveo is a seller and servicer of professional drones and applications.,946934
Company,United States,www.quakebrewingcompany.com/,ddk@quakebrewingcompany.com,1,"Brand Marketing, Brewing, Craft Beer, Restaurants","Craft Beer, Stuffed Burgers, & Disaster Relief",949323
Bevy,Bulgaria,dronebevy.com/,contact@dronebevy.com,3,"Drones, Internet of Things, Robotics, SaaS",Intelligence grid enabling decision-making & autonomous missions accomplishment for robots.,950604
Systems,United States,www.rocketshipsys.com,вЂ”,0,"Aerospace, Drones","Rocketship Systems provides custom, precision components and complete airframes to the small unmanned aerial systems market.",950775
Dronevlieger,вЂ”,www.dronevlieger.nl,niels@dronevlieger.nl,0,Drones,"Creating ""O"" moments with drones",954611
Studiofly,France,www.studiofly.fr,contact@studiofly.fr,0,"Image Recognition, Photo Editing, Photography",StudioFly fixates on aerial photography that delivers quality images with the help of drones and ground cameras for occasions.,963748
d.o.o.,Slovenia,www.kopterworx.com,info@kopterworx.com,0,Robotics,"Kopterworx Aerial Solutions is an online shop for FPV, UAV, drones and other hi-tech stuff, with worldwide deliveries.",973372
Xronz,вЂ”,www.xronz.com,admin@xronz.com,0,"Drones, Manufacturing",US personal drone designer and manufacturer,982161
Video,United Kingdom,cromarimageandvideo.com/,info@cromarimageandvideo.com,0,"Aerospace, Photography",Cromar Image and Video specialise in operating Unmanned Aerial Vehicles (UAV or drones) covering a variety of UAV Services.,988934
DroneHive,France,www.dronehive.fr,contact@dronehive.fr,0,"Consumer Goods, Drones, Robotics",DroneHive is a french based company dedicated to drone complete automation.,992891
W3bDsign.de,Germany,www.w3bdsign.de/,info@w3bdsign.de,0,"Drones, Photography, Web Design",W3BDsign.de offers web designing and drone aerial photography services.,99361
Unlimited,The Netherlands,drone-unlimited.nl,info@drone-unlimited.nl,0,"Battery, Drones, E-Commerce, Electronics","Drone Unlimited sells drones & accessories, micro SD cards, and batteries on the web.",998263
management,United States,workaholics.management/,вЂ”,1,"Financial Services, Incubators","Project Management, Startups, Invesment, Portfolio Management, Research & Development",1000024
Central,The Netherlands,dronecentral.nl/,support@dronecentral.nl,0,"Drones, E-Commerce, Electronics, Sales",Drone Central is an e-commerce platform specialized in racing drone parts.,1001060
Nucleus,вЂ”,www.nucleushome.com,вЂ”,0,"Computer, Drones",Connect and automate your smart home devices.,1002137
Quesabesde,вЂ”,www.quesabesde.com/,вЂ”,1,"Drones, E-Commerce, Electronics",Quesabesde is a leading Spanish website focused on photography and consumer electronics,1003150
Xperience,The Netherlands,www.totaldronexperience.com,totaldronexperience@gmail.com,0,"Drones, Events, Local",Total Drone Xperience specializes in the new sports drone racing.,1004628
Enzo,The Netherlands,quadcoptersenzo.nl,droneracing@quadcoptersenzo.nl,0,"Drones, E-Commerce, Internet",Quadcopters Enzo is an online platform for drone and remote control car racing parts.,1013750
Wysper,вЂ”,www.wysper.ph/,вЂ”,1,"Drones, Solar",Next-Gen Stealth Drone Technology,1016207
Productions,France,www.sidonie-productions.fr,contact@sidonie-productions.fr,0,"Drones, Film Production, Motion Capture","Sidonie Produtions is an audiovisual production company that specializes in films, shooting with drones, video and sound service.",1023797
Ink,France,www.fertil-ink.com,julien@fertil-ink.com,0,"Animation, Film Production","Fertil Ink expertise in video production, 2D or 3D animation, mix the virtual and the real, digital creations and ariel shots by drones.",1025390
Chlorofilm,France,www.chlorofilm.fr,contact@chlorofilm.fr,0,"Events, Film, Film Production","Chlorofilm is an audiovisual communication firm that deals with drones, corporate films, events, documentary & films for local authorities.",1027029
Gassner,Germany,www.webdesign-gassner.de,info@webdesign-gassner.de,0,"Drones, Photography, Web Design",Webdesign Gassner offers web design and drone photography services.,1028824
UAB,Lithuania,dronai.pro/,info@dronai.pro,0,"Consumer Electronics, Drones","Dronai PRO, along with a reliable ally, offers creative services in various sectors of the economy and industry, expanding the drone sphere.",1035089
Aeroshooting,France,aeroshooting.com,contact@aeroshooting.com,0,"Advertising, Drones, Film Production","Aeroshooting offers aerial services using drones, institutional & documentary films, fiction, HD videos, photography and advertising.",1037051
JumpQs,вЂ”,www.jumpqs.com,вЂ”,2,"Advertising, Consulting, Information Technology, Internet of Things",Context Information Bombs from Drones to Phones,1037711
Letronium,Ukraine,letronium.com/,olexandr@shalakhin.com,3,"Delivery, Information Technology, Product Design",Innovative delivery with Drones-as-a-service.,1038539
Productions,France,www.rca-audiovisuel.com,contact@rcaprod.com,0,"Drones, Film Production, Motion Capture","RCA Productions is a service provider in the audiovisual field with expertise in shooting, post-production and computer graphics.",1046035
Production,France,www.ilaraproductions.fr,karl.lefebvre@ilaraproductions.fr,0,"Drones, Media and Entertainment, Video",Ilara Production assists in the areas of video production and drone technology for the broadcasting sector.,1061669
Klymit,United States,www.klymit.com/,support@klymit.com,1,"Consumer Goods, Drones, Electronics, Manufacturing, Retail",Klymit offers products for the ultimate outdoor sleep experience.,168835
FieldFLEX,Canada,fieldflex.com/,info@fieldflex.com,0,"Augmented Reality, Building Maintenance, Commercial Real Estate, Enterprise Software, Facility Management, Indoor Positioning, Internet of Things, Mapping Services, Mobile Apps, Software",FieldFLEX is a Canadian software company with a full suite of mobile enterprise productivity applications.,168925
Aerovel,United States,aerovel.com,info@aerovel.com,1,"Aerospace, Drones, Manufacturing, Security","Aerovel Corporation, led Dr.Tad McGeer, develops the Flexrotor unmanned aerial system (UAS).",169172
SwarmX,Singapore,www.swarmx.co/,info@swarmx.co,2,"Drones, Enterprise Software, Hardware",SwarmX Hive is the world's first fully autonomous drone operation platform.,16942
Systems,Israel,thirdeye-systems.com/,info@thirdeye-systems.com,0,"Computer, Drones, Security, Software",The Third Eye Team believes that todayвЂ™s drones have amazing capabilities and should be accessible by almost everyone.,169889
Technology,Latvia,www.dronetechnology.eu/,info@dronetechnology.eu,0,"Aerospace, Drones",Drone Technology is a professional aircraft engineering company specializing in Remotely Piloted Aircraft Systems (RPAS).,170239
Drones,Spain,www.canarddrones.com/,founders@canarddrones.com,3,"Air Transportation, Drones, Navigation","CANARD provides flight inspection services with UAVs (Unmanned Aerial Vehicles, or drones), instead of using manned aircraft.",171879
Technologies,India,www.bubblefly.in/,info@bubblefly.in,0,"Computer, Drones, Information Technology",Bubble Fly Technologies is an UAV technology provider company which has expertise in application of drones across multiple sectors,172025
AB,Sweden,www.everdrone.com/,info@everdrone.com,1,"Computer Vision, Drones, Robotics, Software",Everdrone creates software and visual navigation systems for autonomous drones.,173062
Detect,United States,detect-inc.com/,contact@detect-inc.com,0,"Aerospace, Drones, Security, Sensor","DeTect specializes in applied, intelligent radar and related remote sensing technologies.",173349
Qelzal,United States,www.qelzal.com/,info@qelzal.com,1,"B2B, Drones, Machine Learning, Sensor, Software",Next Generation Obstacle Avoidance for Commercial Drones (UAS),174146
SkySkopes,United States,www.skyskopes.com,info@skyskopes.com,0,"Aerospace, Drones",SkySkopes is a professional UAS flight operator that provides innovative solutions using drone technology for Energy verticals.,175192
UAB,Lithuania,myresearch.company,info@ecilop.com,1,"Aerospace, Drones, Electronics, Manufacturing, Photography",Producers of Ecilop Flying Cameras and other equipment,176927
AirspaceX,United States,www.airspacex.com/,hartford@detroitaircraft.com,1,"Drones, Robotics",AirspaceX is a company that sells customized drones as well as providing aerial data services.,178036
Engineering,Latvia,www.ugcs.com,ugcs@ugcs.com,0,"Drone Management, Drones, Robotics",SPH Engineering is the company behind UgCS. UgCS allows its users to plan and fly automated missions with drones.,179294
Technology,China,www.hex.aero/,info@hex.aero,0,"Drones, Hardware, Manufacturing",Hex is the world's leading open source hardware manufacturer.,18311
AtmosUAV,The Netherlands,www.atmosuav.com,info@atmosuav.com,4,"Aerospace, Drones",Atmos UAV is a high-tech start-up that designs and manufactures reliable aerial observation and data gathering solutions.,18322
Labs,Greece,www.iridalabs.com,cnd_irida@iridalabs.com,0,"Artificial Intelligence, Computer Vision, Embedded Software, Machine Learning, Semiconductor, Software Engineering","IRIDA Labs (Patras, Greece) is bridging the gap between a camera and a human eye by bringing visual perception to any device.",18538
Sky-Drones,United Kingdom,sky-drones.com/,info@sky-drones.com,1,"Drone Management, Drones, Electronics, Embedded Systems, Software",We accelerate the development and adoption of commercial drones for enterprise by building connected hardware and software products.,187153
Inc.,Canada,www.knectek.com,hello@knectek.com,1,"Consumer Electronics, Drones, Manufacturing, Product Design, Smart Home",Smart Home Products,187327
Wireless,Canada,sendum.com,sales@sendum.com,0,"Drones, iOS, Manufacturing, Transportation",Sendum is the pioneer and world leader in real-time package tracking and monitoring solutions.,187491
Apellix,United States,www.apellix.com,info@apellix.com,2,"Infrastructure, Oil and Gas, Robotics, Software, Transportation","PRECISION CONTROLLED AERIAL ROBOTICS ""The safety partner for the technological revolution""",188732
Drone,United States,www.greendroneads.com,curious@greendroneads.com,1,"Digital Media, Drones, Franchise, Software",Green Drone builds and designs projection mapping drones and software in order to evolve the current channels of information distribution.,189352
Way,India,1martianway.com/,sales@1martianway.com,1,"Artificial Intelligence, Drones, Machine Learning, Robotics","1 Martian Way (1MW) is an Artificial Intelligence company based in Mumbai, India",190041
Technologies,United States,www.motektech.com,jerald@motektech.com,1,"Artificial Intelligence, Autonomous Vehicles, Drones, Enterprise Software, Hardware, Mobile, Recruiting, Robotics, SaaS, Software, Venture Capital, Virtual Reality",Contingency Staffing Firm for the Tech Industry,190651
Stromkind,Austria,stromkind.com,office@stromkind.at,2,"Autonomous Vehicles, Drones",Autonomous Maritime Drone Technology,190659
Geospatial,Canada,spexigeo.com,info@spexigeo.com,0,"Construction, Drones, Geospatial, Real Estate","Spexi Geospatial offers custom solutions that automate drone flights, photogrammetric data processing and geospatial data analysis.",190964
OptiTrack,United States,www.optitrack.com/,вЂ”,0,"Animation, Drones, Motion Capture, Software, Virtual Reality","OptiTrack creates high performing 3D motion capture and tracking hardware and software, tracking cameras available today.",191473
Inc.,United States,www.aspecscire.com,krishna.sudarshan@aspecscire.com,2,"Analytics, Big Data, Computer, Drones, Real Estate",Drone Data Analytics focussed on Construction / Infrastructure,191762
AirMarket,Canada,airmarket.io,info@airmarket.io,1,Drones,"AirMarket provide tools that enable safer, smarter flyers and a platform to nurture business development in the drone/UAV industry.",191786
Dronifi,United States,www.dronifi.com,info@dronifi.com,0,"Drones, Information Technology, Robotics, Software",Software platform / ecosystem for commercial drone flight service providers and enterprise companies,193941
Imaging,United States,www.overwatchimaging.com/,contact@overwatchimaging.com,2,"Aerospace, Artificial Intelligence, Drones, Navigation, Photography",Overwatch Imaging creates customized aerial image-based intelligence systems for long-endurance UAS and light piloted aircraft.,194256
Technologies,Ireland,www.enduratechnologies.com/,вЂ”,0,"Drones, Energy, Information Technology, Innovation Management, Manufacturing, Project Management, Semiconductor, Software",Endura Technologies is a semiconductor company that provides power management solutions.,195253
Aerial,United States,www.harrisaerial.com/,info@harrisaerial.com,1,"3D Printing, Drones, Photography",Harris Aerial is a drone manufacturer Company.,195529
GmbH,Austria,dynamicperspective.com/,info@dynamicperspective.com,0,"Aerospace, Drones, Film",Dynamic Perspective is specialising in the development of unmanned aerial vehicles and high precision camera/sensor stabilization systems.,196522
GmbH,Germany,ucair.de/,service@ucair.de,2,"Drone Management, Drones, Renewable Energy, Solar",ucair is a platform for thermographic droneinspections of solar power plants,255874
Techject,United States,techject.com/,support@techject.com,1,"Artificial Intelligence, Information Technology, Robotics",Techject is making the coolest next-gen robots.,258122
Plus,United States,dronesplus.com/,вЂ”,0,"Drones, Retail",Drones Plus is the largest drone retail store in the USA and Canada.,258523
Skypersonic,United States,www.skypersonic.com,info@skypersonic.com,0,"Aerospace, Drones",Skypersonic is a research & design engineering company providing autonomous systems & vehicle technology services to the aerospace.,260603
Airzus,United States,www.airzus.com,media@airzus.com,1,"Advertising, Blockchain, Content Creators, Digital Marketing, Digital Media, Drones, Marketplace, Professional Services, Video",Complaint aerial media & services marketplace utilizing blockchain smart contracts,263012
AVISA,The Netherlands,microflown-avisa.com,avisa@microflown.com,0,"Automotive, Drones, Electronics, Logistics, Manufacturing, Software, Transportation","Microflown AVISAвЂ™s mission is to provide a complete 3D acoustic situational awareness by detecting, localizing.",263582
LikeAbird,Spain,www.likeabird.eu,hq-office@likeabird-group.eu,1,"Drones, Information Technology, Robotics, Software",Unmanned Systems & Robotics Related Company,264121
