,Company Name,Use,Country,Description,Url,Email,Founders,Found Date,t1,t2,t3,t4,t5,t6,t7
699,Chatroll," Advertising, Big Data, Blogging Platforms, Information Technology, Marketing, Messaging, Real Time, SaaS, Video",Canada,"Chatroll is a leading provider of cross-platform, real-time interactive solutions. Chatroll's live event platform enables organizations of", chatroll.com ,support@chatroll.com,—,2007,—,—,—,—,—,—,—
700,Associates," Information Technology, IT Infrastructure, IT Management, Network Hardware, Procurement, Staffing Agency",United States,"IT Services & Products for government, education, enterprise, small and medium-sized businesses, and non-profit organizations.", www.eatonassoc.com ,info@eatonassoc.com,—,1989,—,—,—,—,—,—,—
701,Technologies," Education, Information Technology",Israel,"Wizcomtech Ltd. is a pioneer and world leader in personal, portable, scanning dictionaries, reading Pens and scanning Pens.", wizcomtech.com/ ,facebook@wizcomtech.com,—,1995,—,—,—,—,—,—,—
702,LLC," Education, Information Technology",United States,ZaranTech is an information technology company specializing in online IT training and services., zarantech.com ,info@zarantech.com,—,2006,—,—,—,—,—,—,—
703,Establishment," Information Technology, Security",Canada,CSE is a national cryptologic agency that offers the Government of Canada with IT Security and foreign signals intelligence services., cse-cst.gc.ca/en ,media@cse-cst.gc.ca,—,"Jan 1, 1946",—,—,—,—,—,—,—
704,Observatory," Communities, Education, Information Technology, Satellite Communication",United States,The National Radio Astronomy Observatory is a facility of the National Science Foundation operated under cooperative agreement., www.nrao.edu/ ,—,—,1956,—,—,—,—,—,—,—
705,Digital," Consulting, Education, Information Technology, Software",Brazil,"Just Digital is specialized in consulting, implementation and training solutions, projects.", justdigital.com.br/ ,contato@justdigital.com.br,—,2008,—,—,—,—,—,—,—
706,Efficiencie," EdTech, Fleet Management, Information Technology, Internet of Things, Location Based Services, Software",Uganda,Efficiencie builds relevant and innovative technology solutions that empower people and businesses., www.efficiencie.com ,info@efficiencie.com,3,"Nov 16, 2013",—,—,—,—,—,—,—
707,Drive," Consulting, Information Technology, Public Safety, Risk Management, Training, Transportation",Brazil,CEPA Safe Drive specializes in risk control and management programs caused by traffic accidents., www.cepasafedrive.com/en/ ,cepamexico@cepasafedrive.com,—,1987,—,—,—,—,—,—,—
708,LikeAbird," Drones, Information Technology, Robotics, Software",Spain,Unmanned Systems & Robotics Related Company, www.likeabird.eu ,hq-office@likeabird-group.eu,1,Sep 2015,—,—,—,—,—,—,—
709,Institute," Education, Information Technology", — ,Trust Edge Leadership Institute is a Minnesota-based company that helps global leaders and organizations build trust., trustedge.com/ ,—,—,1999,—,—,—,—,—,—,—
710,Inc.," Consulting, Education, Energy Management, Information Technology, Project Management, Quality Assurance, Risk Management, Software, Sustainability, Training",United States,"ISO Management Systems support: documents, templates, manuals, procedures and webbased training solutions", c-bg.com/default.aspx ,info@cpd-ca.com,—,"Sep 1, 2005",—,—,—,—,—,—,—
711,Research," Health Care, Information Technology, Management Consulting",United States,Atlas Research is an award-winning consulting firm providing strategic advisory and applied research services., atlasresearch.us ,info@atlasresearch.us,—,2008,—,—,—,—,—,—,—
712,India," Association, EdTech, Education, Government, Information Technology",India,ERNET India is the National Research and Education Network dedicated to support the research and education community within the country., ernet.in ,info@eis.ernet.in,—,1998,—,—,—,—,—,—,—
713,Systems," Education, Government, Information Technology, Software",Canada,"Full Service Training Provider to Associations, Corporations and Government Agencies since 2", www.basecorp.com/ ,sales@skillbuilderlms.com,—,"Jan 1, 2001",—,—,—,—,—,—,—
714,Marketing," E-Learning, EdTech, Information Technology, Marketing",United Kingdom,S-cool Youth Marketing is a free resource dedicated to providing revision guides for students and teachers., www.s-cool.co.uk ,—,—,2000,—,—,—,—,—,—,—
715,JANA," Consulting, Education, Information Technology",United States,JANA is a writing and editing company specializing in technical documentation services., janacorp.com ,—,—,"Jan 1, 1973",—,—,—,—,—,—,—
716,LLC," Broadcasting, Government, GovTech, Information Technology, Internet, Politics, Software, Video Streaming",United States,"Swagit provides hands-free video streaming®, broadcast, and captioning solutions to local, state & federal government agencies.", swagit.com/ ,corporate@swagit.com,2,Sep 2003,—,—,—,—,—,—,—
717,Tech," Augmented Reality, Information Technology, Mobile",India,COITOR IT Tech organization based out of India focusing on delivering cutting edge products in augmented reality domain., coitor.com ,info@coitor.com,2,2013,—,—,—,—,—,—,—
718,Technologies," Education, Information Technology, iOS, Software",United States,SAPIEN Technologies has produced information technology and software solutions that make a difference., www.sapien.com/ ,info@sapien.com,—,1986,—,—,—,—,—,—,—
719,ICFO," Association, Biotechnology, Education, Information Technology", — ,"ICFO is a young, fast growing research institution that aims at advancing the limits of scientific and technological knowledge.", www.icfo.eu/ ,—,—,—,—,—,—,—,—,—,—
720,Systems," Consulting, Information Technology, Logistics, Supply Chain Management, Training",United States,"A systems integration firm with technology enhanced domain expertise in Logistics, Engineering, Acquisition, Maintenance and Training.", www.pd-sys.net/ ,busdev@pd-sys.net,1,2007,—,—,—,—,—,—,—
721,UHIN," Health Care, Information Technology",Hungary,"UHIN is a nonprofit coalition of healthcare providers payers, state government and other stakeholders ", uhin.org/ ,customerservice@uhin.org,—,1993,—,—,—,—,—,—,—
722,Alliance," Consulting, Higher Education, Information Technology",United States,Systems Alliance is a technology services firm, www.systemsalliance.com/ ,—,—,1993,—,—,—,—,—,—,—
723,T3K-Forensics," Consulting, Information Technology, Law Enforcement, Mobile, Software, Software Engineering, Training",Austria,Mobile Forensics, www.t3k-forensics.com ,office@t3k-forensics.com,1,"Sep 7, 2007",—,—,—,—,—,—,—
724,Inc.," Consumer Electronics, Information Technology, Software, Training",United States,"
Custom software solutions and epicor support.", www.precisonline.com ,—,—,"Mar 13, 1994",—,—,—,—,—,—,—
725,Dendreo," Apps, Developer Tools, Information Technology, Software, Training",France,Information System for training centers, www.dendreo.com ,contact@dendreo.com,2,"Aug 1, 2011",—,—,—,—,—,—,—
726,ESX," Information Technology, Software",United States,ESX is a full service software solutions company., www.esxinc.com/esx/default.asp ,info@esxinc.com,—,1999,—,—,—,—,—,—,—
727,Computing," Information Technology, Software",South Africa,Praxis is a black owned and managed software and IT services company that takes IT strategy into thoroughly practical implementation., www.praxis.co.za/ ,info@praxis.co.za,1,1993,—,—,—,—,—,—,—
728,District," Education, Events, Information Technology",The Netherlands,"Educational programs and events centred around new technologies and disruptive innovation, through collaboration with leading names in tech", binarydistrict.com ,support@binarydistrict.com,—,"Jan 1, 2017",—,—,—,—,—,—,—
729,Carehawk," Communications Infrastructure, Computer, Industrial, Information Technology, Robotics",United States,"CareHawk is a provider of life safety communications platforms for education, corrections, healthcare, and industrial facilities.", www.carehawk.com/ ,info@carehawkusa.com,—,2005,—,—,—,—,—,—,—
730,Chatwee," Communities, Digital Entertainment, Information Technology, Messaging, SaaS, Social Media, Software",United States,Chatwee is group chat software that provides real-time chatting experience for communities on websites., www.chatwee.com ,info@chatwee.com,—,2012,—,—,—,—,—,—,—
731,MSI," Information Technology, Training",France,"MSI provides solutions around the sale, installation, and maintenance of IT equipment.", www.msi-nord.fr ,marketing@msi-nord.fr,—,"Jan 2, 1985",—,—,—,—,—,—,—
732,Knowledge," Artificial Intelligence, Big Data, Information Technology, Legal, Machine Learning, Software",United States,Coherent Knowledge uses artificial intelligence (AI) and semantic technology to provide deep reasoning for knowledge management., coherentknowledge.com/ ,info@coherentknowledge.com,1,"Jul 18, 2013",—,—,—,—,—,—,—
733,Technologies," Government, Information Technology, Security, Software, Telecommunications",United States,"Catalyst is a technology innovator in Primary Dispatch, Back-up Dispatch, and Interoperability solutions based on Radio control over IP.", www.catcomtec.com/ ,—,—,1997,—,—,—,—,—,—,—
734,AppMonk," Apps, Education, Fitness, Health Care, Information Technology, Mobile Apps, Software",Denmark,AppMonk has a passion for people., www.appmonk.dk/ ,smile@appmonk.dk,—,"May 1, 2011",—,—,—,—,—,—,—
735,Consulting," Consulting, Corporate Training, Information Technology",Russian Federation,KORUS Consulting is an actively growing Russian systems integration company., korusconsulting.com/ ,info@korusconsulting.ru,—,2000,—,—,—,—,—,—,—
736,Ltd," Consulting, Education, Information Technology, Staffing Agency",India,RPS Consulting specializes in providing best technical training on all popular IT certifications., www.rpssoft.com ,info@rpssoft.com,1,2006,—,—,—,—,—,—,—
737,Associates," Consulting, Information Technology, Software",United States,ThomasKelly Software Associates (TKSA) is an information technology consulting and software development company., www.thomaskelly.com ,—,1,"Apr 1, 1996",—,—,—,—,—,—,—
738,Corporation," Information Services, Information Technology",United States,Enterprise software that powers the higher education experience., aptron.com/ ,—,—,1983,—,—,—,—,—,—,—
739,Computers," Computer, Education, Information Technology, Robotics, Software",United States,Daly Computers is an information technology company that offers education IT solutions., daly.com ,solutions@daly.com,—,1987,—,—,—,—,—,—,—
740,Know," Education, Information Technology, Internet, Internet of Things, Social Media",India,Breaking the information barrier., letmeknow.in ,advertising@letmeknow.in,—,2007,—,—,—,—,—,—,—
741,Academy," Education, Information Technology, Service Industry",United States,"Tech Trep Academy is the premier source for online technology and entrepreneur education, with a direct focus on young people ages 8-14.", www.techtrep.com/ ,help@techtrep.com,1,2015,—,—,—,—,—,—,—
742,Karumi," Consulting, Education, Information Technology, Internet, Software",Spain,Karumi is the Rock Solid Code studio., www.karumi.com/ ,hello@gokarumi.com,2,"Feb 20, 2014",—,—,—,—,—,—,—
743,Profession," Career Planning, Education, Information Technology, Recruiting, Staffing Agency",United States,Executive Resume Writing Service & More, www.findmyprofession.com ,help@findmyprofession.com,1,"Oct 15, 2015",—,—,—,—,—,—,—
744,LLC," B2B, Consulting, Financial Services, Human Resources, Information Technology, Insurance, Legal",United States,"They have assisted companies, just like yours, in providing high quality employee benefit plans to their employees.", pensiondynamics.com ,info@pensiondynamics.com,1,"Jan 19, 1979",—,—,—,—,—,—,—
745,MyVerse," Career Planning, EdTech, Information Technology, Internet, Teenagers",United States,"We psychometrically match students/citizens/veterans/etc. to 1-5 Careers, shows a Dashboard, shows what skills needed then into the open job", www.myverse.com ,wayne@myverse.com,1,"Mar 19, 2010",—,—,—,—,—,—,—
746,(Encom)," Education, Event Management, Events, Information Technology",Germany,"Encom is a tailormade platforms created to perfect the art of learning, networking and business development.", www.encom-global.com/ ,info@encom-global.com,1,"Aug 7, 2017",—,—,—,—,—,—,—
747,Mundialis," Information Technology, Mapping Services, Training",Germany,"Mundialis is an IT firm that processes remote sensing data, GIS development, and offers web map services.", www.mundialis.de ,info@mundialis.de,1,"Jan 1, 2015",—,—,—,—,—,—,—
748,Technology, Information Technology,India,Yatiken is a young company incorporated in 2014., www.yatiken.com/ ,info@yatiken.com,—,2013,—,—,—,—,—,—,—
749,J-PAL," Association, CRM, Education, Information Technology",United States,J-PAL headquarters is a center within the Economics Department of the Massachusetts Institute of Technology ., www.povertyactionlab.org ,info@povertyactionlab.org,3,2003,—,—,—,—,—,—,—
750,Bliu," Apps, E-Learning, Education, Information Technology, Language Learning",Lithuania,Bliu Bliu develops tools and solutions that assist individuals to learn languages according to their personal knowledge level and skills., www.bliubliu.com ,info@bliubliu.com,—,"Feb 29, 2012",—,—,—,—,—,—,—
751,A/S," Big Data, Biometrics, Enterprise Software, Health Care, Human Computer Interaction, Information Technology, Market Research, Software, Universities",Denmark,"iMotions A/S develops and provides biometric platforms, neuromarketing, psychology, VR, and engineering solutions.", www.imotions.com ,info@imotionsglobal.com,1,2005,—,—,—,—,—,—,—
752,Technologies," Collaboration, EdTech, Education, Enterprise Software, Hardware, Information Technology, Software, Unified Communications",Canada,SMART Technologies develops interactive whiteboards and group collaboration tools for classrooms and meeting rooms., home.smarttech.com ,info@smarttech.com,2,1987,"Jul 15, 2010",—,—,—,—,—,—
753,America," Consumer, Cyber Security, Information Technology, Security, Training",United States,"ID Theft Solutions of America, an identity theft protection agency, provides protection before, during, and after an identity is stolen.", idtsoa.com ,care@idtsoa.com,2,2002,—,—,—,—,—,—,—
754,Learnmet," Education, Information Technology, Marketplace",United States,Online B2B/B2C marketplace and smart networking for live and content based knowledge sharing and learning management for all learning needs, www.learnmet.com ,—,2,"Sep 24, 2015",—,2020,—,—,—,—,—
755,MorrisCooke," Apps, Education, Enterprise Applications, Enterprise Software, Information Technology, iOS, Mobile Apps",United States,An iPad app to explain anything and everything., www.morriscooke.com ,job@explaineverything.com,1,2010,—,—,—,—,—,—,—
756,Reality," Advertising, Augmented Reality, Education, Information Technology, Retail Technology, SaaS",United States,ROAR Augmented Reality is a SaaS platform that facilitates the creation of highly-interactive AR experiences that run on mobile devices, www.theroar.io ,info@theroar.io,4,"Sep 1, 2015",—,—,—,—,—,—,—
757,Acertiv," Career Planning, Finance, Human Resources, Information Technology, Skill Assessment, Social Media, Staffing Agency",United States,Acertiv.com is an online work history certification platform that integrates with existing workflows to find qualified candidates., www.acertiv.com ,inforequest@acertiv.com,1,"Apr 20, 2011",—,—,—,—,—,—,—
758,Solutions," Information Services, Information Technology, Software, Training",India,Tally Solutions develops and markets business management software products., www.tallysolutions.com/ ,social@tallysolutions.com,2,1986,—,—,—,—,—,—,—
759,Systems," Corporate Training, CRM, E-Learning, Information Technology, Robotics, Skill Assessment",United States,Learn on Demand Systems empowers organizations to accelerate technology learning through hands-on experience and skills validation., www.learnondemandsystems.com ,sales@learnondemandsystems.com,1,2014,—,—,—,—,—,—,—
760,Software," Cloud Management, Education, Information Technology, Software",United States,Constituo Software is Solving education’s integration challenges through service and innovation, www.constituosoftware.com/ ,—,1,2015,—,—,—,—,—,—,—
761,Corporativos," Business Information Systems, Corporate Training, Human Resources, Information Technology",Brazil,WeCare Corporate Incentives aims to increase the motivation and engagement of the workforce of companies., www.wecareincentivos.com.br/ ,contato@wecarecorp.com.br,2,"Apr 30, 2016",—,—,—,—,—,—,—
762,Group," Education, Information Technology, SaaS",United States,Enhancing Efficiency in Education Globally, fariaedu.com ,info@fariaedu.com,1,"Apr 2, 2007",—,—,—,—,—,—,—
763,Inc.," Health Care, Information Technology",United States,Intelligent Medical Objects offers medical vocabulary solutions that assist healthcare organizations in improving patient monitoring., e-imo.com ,—,1,1994,—,—,—,—,—,—,—
764,School," Education, Information Technology, Professional Services",Spain,Foxize School is a platform that offers online business and digital courses and program., foxize.com ,info@foxize.com,1,2012,—,—,—,—,—,—,—
765,Group," Compliance, Information Services, Information Technology",United States,CodeSmart Group is a national subject matter expert for ICD-10 education and compliance., www.codesmartgroup.com/ ,—,—,2012,—,—,—,—,—,—,—
766,EnterpriseAlumni," Alumni, Collaboration, Communities, Enterprise Software, Human Resources, Information Technology, Internet, Recruiting, SaaS, Search Engine",United States,EnterpriseAlumni is the market leading Alumni & Retiree management platform for enterprises to manage and engage their Corporate Alumni., enterprisealumni.com ,info@enterprisealumni.com,2,"Jun 16, 2014",—,—,—,—,—,—,—
767,Consulting," Consulting, Information Technology, Local Business, Outsourcing, Training",France,Ispa Consulting is a company board governance projects and portfolios: 85 specialists and 10 M € of turnover., www.ispaconsulting.com/ ,—,2,2001,—,—,—,—,—,—,—
768,Mobile," Information Services, Information Technology, Software",United Arab Emirates,We can make it easy for your organization to realize the potential of mobile technology in education; even in challenging environments., www.ustadmobile.com/ ,info@ustadmobile.com,—,2013,—,—,—,—,—,—,—
769,FPSI," Human Resources, Information Technology, Recruiting, Training",United States,FPSI is specialized in the development and validation of the fire and police recruiting industries., fpsi.com ,info@fpsi.com,—,1997,—,—,—,—,—,—,—
770,Solutions," EdTech, Health Care, Information Technology",United States,Edis Solutions is developing a platform that uses pharmaceutical drug data and dissects it into an easy-to-use platform., www.edissolutions.com ,peter.yurkovich@edissolutions.com,2,"Nov 1, 2010",—,—,—,—,—,—,—
771,Solutions," Business Information Systems, Consulting, Enterprise, Information Technology, Management Consulting",United States,"As your trusted business transformation partner, we offer a full range of enterprise cloud consulting services", www.collaborativesolutions.com/ ,workday411@collaborativesolutions.com,1,2003,"May 7, 2020",—,—,—,—,—,—
772,TeamDynamix," Education, Enterprise, Government, Health Care, Higher Education, Information Services, Information Technology, IT Management, Software",United States,"IT Service Management and Project Portfolio Management - together on one platform. Built for education, the public sector, and healthcare.", www.teamdynamix.com/ ,information@teamdynamix.com,—,2001,—,—,—,—,—,—,—
773,Bot," Computer, Education, Information Technology, iOS, Software",Spain,Black Bot is a software development company formed by computer engineers. They specializes in the development of mobile applications for, blackbot.es ,—,—,"Jan 1, 2016",—,—,—,—,—,—,—
774,Expedient," Cloud Computing, Cyber Security, Information Services, Information Technology, Security, Telecommunications, Virtualization",United States,"Expedient is a network of data centers offering cloud computing, a wide range of managed services, and network connectivity.", www.expedient.com ,—,—,"Sep 1, 2001","Oct 21, 2019",—,—,—,—,—,—
775,Solutions," Education, Information Services, Information Technology",United States,SchoolHack Solutions provides learner-led project-based learning and portfolio assessment., www.schoolhack.io/ ,info@schoolhack.io,2,2014,—,—,—,—,—,—,—
776,Careers360," Education, Events, Information Technology",India,Careers360- The Education Hub: A data enabled and technology driven education products and Services Company, www.careers360.com/ ,info@careers360.in,1,2008,—,—,—,—,—,—,—
777,Studios," CleanTech, Information Technology, Mobile",United States,G-volution is a UK-based developer of a clean technology multi-fuel system., www.nightanddaystudios.com/iphone/peekaboo.html ,support@nightanddaystudios.com,1,"May 3, 2006",—,—,—,—,—,—,—
778,Solutions," Education, Information Technology, Software",United States,"Harris School Solutions is a provider of technology solutions for K-12 districts, charter schools, and continuing education programs.", harrisschoolsolutions.com ,—,—,1976,—,—,—,—,—,—,—
779,Testing," Consulting, Education, Information Technology, Software",Austria,SEQIS Software Testing is is a management consulting firm serving the public and higher education sectors., www.seqis.com/ ,—,1,2000,—,—,—,—,—,—,—
780,Quor," Consulting, Consumer Applications, E-Commerce, Education, Enterprise Applications, Information Technology, Mobile Apps, Product Design, Software, Web Design",United States,We craft digital products and build real-time experiences., www.quorstudio.com ,hello@quorstudio.com,1,2011,—,—,—,—,—,—,—
781,CheckedUp," Ad Network, Advertising Platforms, Broadcasting, Digital Media, Health Care, Information Technology, Marketing, mHealth, Personal Health",United States,Health-decision technology and patient education platform, www.checkedup.com ,hello@checkedup.com,1,"Jan 1, 2012",—,—,—,—,—,—,—
782,Scopic," Digital Marketing, Information Technology, Marketing, Mobile, Mobile Apps, Mobile Payments, SEO, Software, Web Development",United States,A US-based software development and digital marketing company with 14+ years of experience and 1000+ successfully delivered projects., scopicsoftware.com ,sales@scopicsoftware.com,1,2006,—,—,—,—,—,—,—
783,Nagios, Information Technology,United States,"Nagios Enterprises offers monitoring and alerting solutions for servers, switches, applications, and services.", www.nagios.org/ ,sales@nagios.com,1,2007,—,—,—,—,—,—,—
784,Ltd," Cloud Computing, Education, Information Technology, Software",United States,PREPit Pty Ltd is a Cloud Computing company., www.prepit.co.uk ,linda@composeright.com,1,"May 9, 2012",—,—,—,—,—,—,—
785,Polyup," Education, Information Technology, Life Science",United States,Polyup is empowering the next generation of creative problem solvers., www.polyup.com ,poly@polyup.com,4,"Aug 18, 2015",—,—,—,—,—,—,—
786,Attensi," 3D Technology, Education, Information Technology, Software, Training",Norway,Oslo-based company that works on 3D gamified simulations and training solutions., www.attensi.com/ ,contact@attensi.com,1,"Jan 1, 2009",—,—,—,—,—,—,—
787,Systems," Consulting, Enterprise Software, Information Technology, Software, Training",United States,"EAP Technology Systems offers software systems, consulting and strategic planning services, and training programs on employee assistance.", www.eaptechnology.com ,info@eaptechnology.com,1,"May 1, 1999",—,—,—,—,—,—,—
788,Funtrench," Artificial Intelligence, Blockchain, Information Technology, Software Engineering, Training",Kenya,"Funtrench is a technology company that builds distributed-ledger, AI, and VR solutions for various emerging challenges.", funtrench.com/ ,info@funtrench.com,1,"May 7, 2018",—,—,—,—,—,—,—
789,Council," Education, Information Technology, Network Security",United States,EC-Council Offers Online Education, www.eccouncil.org ,webmaster@eccouncil.org,—,"Jan 1, 2000",—,—,—,—,—,—,2
790,Ngcareers," Education, Human Resources, Information Technology, Internet, Recruiting, Search Engine",Nigeria,Africa's preferred Career Platform, ngcareers.com ,info@ngcareers.com,2,2013,"Sep 3, 2020",—,—,—,—,—,—
791,Onix," Government, Information Technology, Software",United States,Onix is a top Google Cloud Premier Partner that resells the entire Google Cloud portfolio coupled with world-class professional services., www.onixnet.com/ ,marketing@onixnet.com,—,1992,—,—,—,—,—,—,—
792,Toast," Information Technology, Internet, Location Based Services",United States,"Toast serviced for many industries, such as finance and public service, general education, commerce, and game.", www.toast.com ,—,—,"Apr 1, 2015",—,—,—,—,—,—,—
793,Engineering," Communities, Computer, Education, Electronics, Information Technology",United States,"Interesting Engineering is a cutting edge, leading community designed for all lovers of engineering, technology and science. ", www.interestingengineering.com ,contact@interestingengineering.com,1,"Oct 14, 2018",—,—,—,—,—,—,—
794,Academy," Corporate Training, Education, Embedded Systems, Information Technology, Online Portals, Software, Training",India,"Multisoft Virtual Academy offers online training courses for CBAP, SAS, ITIL, PMP, Salesforce, Primavera, Ethical Hacking & many more.", www.multisoftvirtualacademy.com/ ,info@multisoftvirtualacademy.com,1,"Feb 18, 2002",—,—,—,—,—,—,—
795,Technologies," Education, Government, Information Services, Information Technology",United States,"It provides high quality transcription, captioning, and subtitling to Education, Government, and Corporate clients around the world.", www.automaticsync.com/captionsync/ ,—,1,2004,—,—,—,—,—,—,—
796,Solutions," EdTech, Information Technology, Open Source",New Zealand,"Totara Learning Solutions open source learning technologies to manage, develop and connect people.", www.totaralms.com/ ,—,1,2010,"Jun 11, 2020",—,—,—,—,—,—
797,Greator," E-Learning, Events, Information Technology",Germany,Greator is an event organizer and online coaching platform., greator.com/ ,impressum@greator.com,—,"Jan 1, 2012",—,—,—,—,—,—,—
798,Institute," Education, Information Technology",United States,DevOps Institute is bringing enterprise level DevOps training and certification to the IT market., devopsinstitute.com/ ,MemberServices@DevOpsinstitute.com,3,"Mar 12, 2015",—,—,—,—,—,—,—
799,Inc.," Continuing Education, Corporate Training, E-Learning, Education, Event Management, Information Technology, MOOC",United States,"SaaS technology and media expert platform delivering a immersive, compelling, and habit changing education in tech and business.", www.starweaver.com ,paul.siegel@starweaver.com,1,"Jan 14, 2016",—,—,—,—,—,—,—
800,Communications," Education, Information Technology, Software",United States,"Forms, fees, and translated parent engagement in a mobile-friendly format and integrated with your SIS and GL software.", www.transact.com/ ,support@transact.com,—,1994,—,—,—,—,—,—,—
801,Nirvana," Information Technology, Internet",United States,"Digital Nirvana provides knowledge management solutions to broadcast, entertainment, media monitoring, finance and education industries.", digital-nirvana.com/ ,info@digital-nirvana.com,2,1996,—,—,—,—,—,—,—
802,Infotech," Android, Information Technology, Internet, iOS, Software",United States,Mobisoft Infotech helps enterprises achieve their business goals by defining their mobile initiatives and reaping benefits from mobility., www.mobisoftinfotech.com ,info@mobisoftinfotech.com,5,"Nov 1, 2009",—,—,—,—,—,—,—
803,Eyefinity," Information Technology, Software",United States,Eyefinity offers the eyecare industry with software and solutions to manage practices and electronically store patient records., www.eyefinity.com/ ,finance@eyefinity.com,—,1991,—,—,—,—,—,—,—
804,Thinkware," Automotive, Consumer Electronics, Information Technology, Location Based Services",South Korea,"At Thinkware, we answer challenges and deliver with innovation.", www.thinkware.com/ ,—,—,1997,—,—,—,—,—,—,—
805,Insight," Education, Information Services, Information Technology, Software, Virtual Reality",United States,K12 Insight is an information technology company providing educational solutions., k12insight.com ,info@k12insight.com,—,2002,—,—,—,—,—,—,—
806,Solutions," Cloud Computing, Consulting, CRM, Information Technology, Non Profit, Project Management, Social Impact",United States,Vera Solutions provides cloud and mobile solutions for organizations to track impact and streamline operations., www.verasolutions.org/ ,info@verasolutions.org,1,"Sep 13, 2010",—,—,—,—,—,—,—
807,Braidio," Information Technology, Internet, SaaS, Software, Training",United States,Braidio WorkStreams Simplifies Success., braidio.com/ ,info@braidio.com,2,2012,—,—,—,—,—,—,—
808,Solutions," Health Care, Information Technology",United States,Medicus Solutions provides managed IT services to specialty healthcare practices., medicusit.com ,sales@msinc.com,1,"Nov 1, 2004",—,—,—,—,—,—,—
809,F-Lab," Education, Information Technology",Italy,F-Lab is an innovation center based in Italy., www.f-lab.org/en ,info@f-lab.org,1,2013,—,—,—,—,—,—,—
810,Systems," Facilities Support Services, Information Technology, Public Safety, Service Industry",Ireland,"Reflective Measurement Systems develops RetroTek-M™, a retroreflectometer designed to be attached to the front of the testing vehicler.", www.reflective-systems.com/ ,info@reflective-systems.com,—,2013,—,—,—,—,—,—,—
811,Network," Cyber Security, Information Technology, Security",United States,PSA is the world’s largest systems integrator consortium made up of the most progressive security and audio-visual systems integrators., www.psasecurity.com ,marketing@psasecurity.com,—,1974,—,—,—,—,—,—,—
812,ScholarPack," Education, Information Technology, iOS, Software",United States,Cloud Based MIS for Primary Schools. 5 schools a week switch to ScholarPack., www.scholarpack.com/ ,sales@scholarpack.com,—,"Jan 1, 2011",—,—,—,—,—,—,—
813,Software," Information Technology, Software",United States,Focus School Software is an information technology company specializing in student information software services, focusschoolsoftware.com ,—,—,2006,—,—,—,—,—,—,—
814,Vaave," Alumni, Education, Information Technology, Internet, Internet of Things, Professional Networking, SaaS, Small and Medium Businesses",India,Vaave is a SaaS platform for institutions and corporates to build their exclusive alumni network, www.vaave.com ,—,1,"Jan 10, 2011",—,—,—,—,—,—,—
815,Group," E-Learning, Enterprise Software, Information Technology, Software, Software Engineering",India,Harbinger Group is a global provider of software products and services since 1990., www.harbingergroup.com ,info@harbingergroup.com,—,1990,—,—,—,—,—,—,—
816,SAPinsider," Information Technology, Publishing, Training",United States,"SAPinsider Online provides SAP professionals with invaluable information, strategic guidance, and road-tested advice", sapinsider.wispubs.com/ ,customer@wispubs.com,—,2001,—,—,—,—,—,—,—
817,Technologies," Asset Management, Information Technology, Point of Sale, Software",United Kingdom,Wasp Barcode Technologies are leading providers of asset tracking and stock control solutions., www.waspbarcode.co.uk/ ,—,—,1994,—,—,—,—,—,—,—
818,Cucumber," Education, Information Technology, Software",United Kingdom,Cucumber Limited is a software and training company., cucumber.io/ ,—,1,2013,"Jun 25, 2019",—,—,—,—,—,—
819,Technology," Association, Communities, Education, Fashion, Information Technology, Internet, Leisure, Lifestyle, Women's",United States,"Anita Borg Institute for Women in Technology is a social enterprise that aims to recruit, retain, and advance women in technology.", anitab.org/ ,info@anitaborg.org,3,1997,—,—,—,—,—,—,—
820,Appinium," E-Learning, Information Technology, Private Cloud, Sales Automation, Video",United States,Appinium the only native Video and eLearning player built on the Salesforce platform., www.appinium.com ,info@appinium.com,1,"Jun 12, 2014",—,—,—,—,—,—,—
821,BT," Cloud Infrastructure, Cloud Management, Cloud Security, Content Marketing, CRM, Cyber Security, Data Visualization, Digital Marketing, E-Commerce, E-Commerce Platforms, Enterprise Resource Planning (ERP), Government, Graphic Design, Higher Education, Information Technology, Market Research, Marketing Automation, UX Design, Web Design, Web Development, Web Hosting",United States,Atlantic BT builds award-winning web solutions across a multitude of industries., www.atlanticbt.com ,info@atlanticbt.com,1,"Sep 14, 1998",—,—,—,—,—,—,—
822,Mosaic451," Consulting, Cyber Security, Government, Information Technology, Network Security, Security",United States,"Mosaic451 provides Network and Security Operations Center (NOC/SOC) design, implementation, and operation services for enterprises.", www.mosaic451.com/ ,sales@mosaic451.com,2,2012,—,—,—,—,—,—,—
823,Inc, Information Technology,United States,Torsh accelerates student achievement through tools and services that utilize personalized instructional strategies and practices., www.torsh.co/ ,—,1,2011,—,—,—,—,—,—,—
824,TayaSola," Energy, Information Technology, Solar",United States,"To demythologize solar energy, in order for communities to have the knowledge to create their own energy solutions.", www.tayasola.com/ ,info@tayasola.com​​,1,"May 15, 2007",—,—,—,—,—,—,—
825,M4maths," Education, Information Technology, Mobile Apps",India,Community-driven Q&A site for competitive exam preparation., www.m4maths.com/ ,m4maths@gmail.com,2,"Jun 10, 2011",—,—,—,—,—,—,—
